-1.545028527571119193e+05 -8.182939103157771751e+04 -1.684139338887535851e+05 -1.082511118333126215e+05 -7.416759080972062657e+04
-1.540521727939488192e+05 -7.802550813194917282e+04 -1.672341874676065927e+05 -1.090061778715314431e+05 -7.378343275893633836e+04
-1.529318293366065482e+05 -7.472052477762525086e+04 -1.654434941261822532e+05 -1.100859143828711240e+05 -7.365306824577934458e+04
-1.512258859584808815e+05 -7.202340524979736074e+04 -1.629840659192373278e+05 -1.114867141961695743e+05 -7.383676102732101572e+04
-1.490241983551119047e+05 -7.002671249837789219e+04 -1.598288016774923017e+05 -1.132021258816825866e+05 -7.439001596270801383e+04
-1.464175028454448329e+05 -6.880085305717732990e+04 -1.559822312456129002e+05 -1.152204051077677432e+05 -7.535712238767987583e+04
-1.434932691159563838e+05 -6.838908630006389285e+04 -1.514793671882315539e+05 -1.175215946463388391e+05 -7.676522601824070443e+04
-1.403325731875264319e+05 -6.880359093655242759e+04 -1.463826535708185111e+05 -1.200744968397292250e+05 -7.861965901671664324e+04
-1.370080044956142083e+05 -7.002303029120463179e+04 -1.407773086436061421e+05 -1.228339411956045078e+05 -8.090094677620880248e+04
-1.335825900226067752e+05 -7.199187357070932921e+04 -1.347655056255382078e+05 -1.257386440254106419e+05 -8.356393435102691001e+04
-1.301094861897448718e+05 -7.462176159208468744e+04 -1.284598555990486493e+05 -1.287100653125425451e+05 -8.653911369436234236e+04
-1.266323849872369174e+05 -7.779490659067312663e+04 -1.219766933105914213e+05 -1.316525495892547187e+05 -8.973616231672800495e+04
-1.231861561715723510e+05 -8.136948851109435782e+04 -1.154297548815298651e+05 -1.344549099043285823e+05 -9.304931299731571926e+04
-1.197977101600400638e+05 -8.518685064683697419e+04 -1.089246527889707795e+05 -1.369935745039714966e+05 -9.636415016568647115e+04
-1.164867680454893562e+05 -8.908003550265738158e+04 -1.025545391738227627e+05 -1.391371856398012897e+05 -9.956522246707571321e+04
-1.132665194861075579e+05 -9.288321009420236805e+04 -9.639717633487077546e+04 -1.407525192857551738e+05 -1.025437268842465564e+05
-1.101441690599604626e+05 -9.644135356313207012e+04 -9.051354560372616106e+04 -1.417113635161567945e+05 -1.052046997810898029e+05
-1.071213803346805362e+05 -9.961951857922381896e+04 -8.494793517663892999e+04 -1.418979783497360186e+05 -1.074730308516026416e+05
-1.041948127263106726e+05 -1.023110873093463160e+05 -7.972932082418055506e+04 -1.412165992714296444e+05 -1.092978610251102218e+05
-1.013568194749312242e+05 -1.044443195605498040e+05 -7.487380311231368978e+04 -1.395985133519501542e+05 -1.106550430189373292e+05
-9.859649715855758404e+04 -1.059868208589606365e+05 -7.038769430763654236e+04 -1.370081308864512248e+05 -1.115474896802593576e+05
-9.590108892463975644e+04 -1.069475134550272633e+05 -6.627094536934964708e+04 -1.334475688941851840e+05 -1.120035751710081386e+05
-9.325776827695849352e+04 -1.073759713024558878e+05 -6.252051552255000570e+04 -1.289592909443630924e+05 -1.120737078969942377e+05
